carat,cut,color,clarity,depth,table,price,x,y,z,xy,predictions
1.0,Ideal,D,VVS1,60.7,56.0,14498,6.47,6.54,3.95,0.9892966360856269,13993.2
2.29,Ideal,J,SI2,62.8,56.0,14500,8.36,8.39,5.25,0.9964243146603098,13301.8
2.5,Ideal,J,SI2,64.0,55.0,14502,8.56,8.48,5.46,1.009433962264151,14817.7
2.01,Premium,F,SI1,59.5,58.0,14502,8.21,8.18,4.88,1.003667481662592,14475.6
2.01,Premium,H,SI1,60.2,58.0,14502,8.06,8.03,4.84,1.0037359900373601,14033.1
2.01,Premium,E,SI2,62.6,58.0,14502,8.01,7.93,4.99,1.0100882723833544,14734.2
2.12,Ideal,J,SI1,62.1,56.0,14503,8.17,8.25,5.1,0.9903030303030302,14457.6
2.06,Ideal,I,SI2,63.3,54.0,14505,8.09,8.14,5.13,0.9938574938574938,14179.2
1.51,Premium,G,VS1,60.1,58.0,14507,7.48,7.45,4.49,1.0040268456375838,14158.0
1.51,Ideal,G,VS1,60.6,57.0,14507,7.48,7.38,4.5,1.013550135501355,14065.8
1.51,Premium,G,VS1,62.6,60.0,14507,7.28,7.19,4.53,1.0125173852573017,14357.1
2.15,Ideal,I,SI2,61.7,55.0,14519,8.43,8.24,5.14,1.0230582524271845,14029.8
1.13,Ideal,E,VVS1,60.6,57.0,14525,6.72,6.77,4.09,0.9926144756277696,14272.3
2.04,Very Good,I,SI2,60.9,57.0,14527,8.14,8.19,4.97,0.993894993894994,14268.5
2.04,Very Good,J,VS1,62.6,58.0,14527,8.06,8.11,5.06,0.9938347718865599,15089.5
1.5,Very Good,E,VS2,63.2,57.0,14527,7.29,7.26,4.6,1.0041322314049588,13977.3
1.54,Ideal,E,VS2,62.0,56.0,14529,7.46,7.43,4.61,1.0040376850605652,16049.5
2.15,Ideal,I,SI1,62.5,57.0,14534,8.2,8.16,5.11,1.0049019607843137,14433.7
2.01,Ideal,I,SI1,62.3,58.0,14540,8.06,8.02,5.01,1.00498753117207,14528.1
1.51,Ideal,G,VS1,61.1,57.0,14542,7.38,7.41,4.52,0.9959514170040485,14417.1
1.51,Ideal,G,VS1,61.6,56.0,14542,7.34,7.37,4.53,0.9959294436906377,14561.1
1.51,Premium,G,VS1,62.2,58.0,14542,7.29,7.35,4.55,0.9918367346938776,14348.9
1.97,Premium,F,SI2,61.1,58.0,14542,8.11,8.05,4.94,1.0074534161490682,13512.2
2.51,Premium,H,SI2,59.3,61.0,14543,8.81,8.77,5.21,1.0045610034207526,15070.4
2.51,Premium,H,SI2,60.6,61.0,14543,8.88,8.68,5.29,1.0230414746543781,15464.6
1.52,Premium,F,VS2,62.3,56.0,14544,7.34,7.29,4.56,1.0068587105624143,14347.6
1.82,Very Good,F,SI1,63.2,56.0,14545,7.71,7.64,4.85,1.0091623036649215,14505.7
2.03,Ideal,I,SI1,62.6,55.0,14548,8.06,8.11,5.06,0.9938347718865599,15125.9
2.14,Very Good,J,SI1,62.3,59.0,14556,8.24,8.26,5.14,0.9975786924939468,14408.8
2.01,Premium,H,SI2,62.3,60.0,14558,7.97,7.95,4.96,1.0025157232704403,15027.6
2.01,Ideal,I,SI1,61.9,56.0,14558,8.16,8.08,5.03,1.00990099009901,14497.4
2.01,Premium,I,SI1,60.1,59.0,14558,8.24,8.19,4.94,1.006105006105006,14178.2
1.77,Very Good,D,SI1,59.2,61.0,14561,7.86,7.98,4.69,0.9849624060150376,14863.9
1.5,Good,E,VS2,57.8,63.0,14565,7.58,7.53,4.37,1.0066401062416999,14085.1
2.02,Premium,E,SI2,60.4,57.0,14574,8.21,8.18,4.95,1.003667481662592,14372.3
2.02,Premium,H,SI1,62.2,59.0,14574,8.09,8.05,5.02,1.0049689440993788,14872.4
1.52,Premium,E,VS2,61.8,59.0,14577,7.38,7.31,4.54,1.009575923392613,14454.8
1.54,Premium,F,VS2,62.4,59.0,14578,7.43,7.38,4.62,1.0067750677506775,14325.2
2.03,Ideal,J,VS1,62.5,57.0,14579,8.14,8.08,5.06,1.0074257425742574,15777.3
1.98,Ideal,I,SI1,62.6,55.0,14581,8.04,8.1,5.05,0.9925925925925926,14858.1
1.98,Ideal,I,SI1,61.5,55.0,14581,8.04,8.13,4.97,0.9889298892988928,14786.2
2.09,Premium,H,SI2,61.4,60.0,14581,8.24,8.2,5.05,1.0048780487804878,14533.2
1.11,Ideal,D,VVS1,62.1,55.0,14584,6.63,6.64,4.12,0.9984939759036144,12980.3
1.5,Premium,F,VS2,61.5,58.0,14586,7.32,7.34,4.51,0.9972752043596731,14393.3
2.03,Premium,J,VS1,59.3,60.0,14588,8.36,8.28,4.93,1.0096618357487923,15059.5
1.5,Very Good,E,VS2,59.5,58.0,14592,7.44,7.48,4.44,0.9946524064171123,13578.6
1.34,Ideal,E,VVS2,62.6,54.0,14593,7.05,7.07,4.42,0.9971711456859971,14061.1
2.2,Ideal,J,SI1,61.5,57.0,14593,8.41,8.37,5.16,1.0047789725209082,14328.9
1.65,Ideal,G,VS2,61.9,57.0,14593,7.65,7.61,4.72,1.0052562417871223,15238.9
2.01,Good,I,SI1,59.4,63.0,14597,8.18,8.26,4.88,0.9903147699757869,14794.7
2.3,Very Good,I,SI2,60.6,60.0,14603,8.51,8.56,5.17,0.9941588785046728,14800.2
1.95,Very Good,H,SI1,62.9,58.0,14603,7.86,7.94,4.97,0.9899244332493703,16534.1
1.7,Ideal,H,VVS1,61.4,57.0,14603,7.63,7.69,4.7,0.9921976592977892,14852.3
2.04,Premium,I,SI2,59.8,59.0,14605,8.3,8.23,4.94,1.008505467800729,14585.0
1.7,Premium,F,SI1,62.4,57.0,14611,7.61,7.56,4.73,1.0066137566137567,14144.5
0.31,Ideal,F,VS1,61.5,54.0,642,4.36,4.39,2.69,0.9931662870159454,685.6
0.31,Ideal,F,VS1,61.0,56.0,642,4.38,4.4,2.68,0.9954545454545454,663.2
0.3,Very Good,F,VS2,63.2,59.0,642,4.27,4.24,2.69,1.007075471698113,670.2
0.31,Ideal,G,VS1,61.0,56.0,642,4.35,4.4,2.67,0.9886363636363634,628.75
0.33,Very Good,G,VS1,61.2,57.0,643,4.46,4.49,2.73,0.9933184855233852,654.1
0.37,Ideal,D,SI1,61.9,54.0,643,4.62,4.65,2.87,0.9935483870967742,678.5
0.33,Good,F,VS2,59.5,61.0,643,4.49,4.54,2.68,0.9889867841409692,615.0
0.36,Premium,D,SI2,63.0,59.0,643,4.52,4.49,2.84,1.0066815144766146,655.0
0.34,Ideal,I,VS1,62.0,54.0,643,4.51,4.49,2.79,1.0044543429844097,647.6
0.3,Very Good,G,VS2,63.5,59.0,644,4.22,4.17,2.66,1.0119904076738608,640.0
0.38,Very Good,F,SI2,60.1,60.0,644,4.7,4.75,2.84,0.9894736842105264,630.5
0.4,Very Good,E,SI2,62.1,60.0,644,4.65,4.69,2.9,0.9914712153518124,638.0
0.32,Very Good,D,SI1,60.0,56.0,644,4.5,4.53,2.71,0.9933774834437086,627.5
0.4,Ideal,E,SI2,62.6,54.0,644,4.68,4.71,2.94,0.9936305732484076,648.3
0.36,Ideal,F,SI1,59.7,57.0,644,4.69,4.72,2.81,0.9936440677966103,616.4
0.4,Fair,D,SI1,65.1,55.0,644,4.63,4.68,3.03,0.9893162393162394,670.0
0.33,Ideal,E,SI1,59.6,57.0,644,4.53,4.49,2.69,1.0089086859688197,658.8
0.35,Very Good,D,SI1,63.0,57.0,644,4.46,4.52,2.83,0.9867256637168142,649.7
0.35,Premium,D,SI1,61.0,60.0,644,4.54,4.58,2.78,0.9912663755458515,647.7
0.35,Premium,D,SI1,61.8,59.0,644,4.54,4.56,2.81,0.9956140350877194,653.3
0.34,Good,D,VS2,63.6,55.0,644,4.4,4.43,2.81,0.9932279909706547,692.3
0.35,Ideal,D,SI1,60.8,55.0,644,4.56,4.59,2.78,0.9934640522875816,652.8
0.35,Very Good,D,SI1,60.2,57.0,644,4.56,4.61,2.76,0.9891540130151842,647.6
0.35,Ideal,D,SI1,61.6,55.0,644,4.53,4.56,2.8,0.9934210526315791,640.4
0.35,Ideal,D,SI1,61.6,57.0,644,4.54,4.55,2.8,0.9978021978021978,735.5
0.35,Premium,D,SI1,62.1,58.0,644,4.51,4.54,2.81,0.9933920704845814,645.9
0.35,Very Good,D,SI1,60.1,61.0,644,4.56,4.59,2.75,0.9934640522875816,648.6
0.35,Ideal,D,SI1,60.7,57.0,644,4.53,4.57,2.76,0.9912472647702407,657.6
0.35,Ideal,D,SI1,62.7,56.0,644,4.49,4.51,2.82,0.9955654101995567,644.0
0.35,Ideal,D,SI1,62.3,57.0,644,4.5,4.52,2.81,0.9955752212389382,635.4
2.11,Premium,I,SI2,58.4,62.0,14615,8.43,8.39,4.91,1.0047675804529201,13827.5
1.51,Ideal,G,VVS2,62.3,55.0,14616,7.29,7.35,4.56,0.9918367346938776,14928.7
1.35,Ideal,G,IF,62.2,57.0,14616,7.07,7.11,4.41,0.9943741209563994,13171.6
1.5,Ideal,E,VS2,63.4,54.0,14618,7.22,7.25,4.59,0.9958620689655172,14779.6
2.02,Very Good,I,VS2,58.8,57.0,14620,8.21,8.29,4.85,0.9903498190591076,15250.6
1.7,Ideal,E,SI1,60.1,57.0,14623,7.71,7.74,4.64,0.9961240310077519,14416.2
1.58,Ideal,G,VS1,61.3,57.0,14624,7.48,7.54,4.6,0.9920424403183025,13725.1
2.17,Very Good,H,SI2,58.8,62.0,14625,8.48,8.53,5.0,0.9941383352872217,14972.3
1.04,Ideal,D,IF,61.8,57.0,14626,6.52,6.49,4.02,1.0046224961479198,14494.4
2.06,Premium,E,SI2,58.8,58.0,14634,8.42,8.35,4.93,1.0083832335329341,14695.6
2.01,Very Good,I,SI2,60.5,59.0,14637,8.19,8.26,4.98,0.9915254237288135,13825.6
2.03,Ideal,G,SI1,62.0,57.0,14637,8.1,8.05,5.01,1.0062111801242235,15518.1
2.22,Ideal,G,SI2,62.6,57.0,14637,8.35,8.29,5.21,1.0072376357056696,15386.9
2.11,Ideal,J,VS2,61.2,55.0,14638,8.33,8.3,5.09,1.0036144578313253,14392.2
1.5,Very Good,E,VS2,62.1,60.0,14639,7.27,7.32,4.53,0.9931693989071038,14342.8
2.03,Fair,H,SI1,65.4,58.0,14646,7.91,7.88,5.16,1.0038071065989849,15119.2
2.03,Very Good,E,SI2,63.1,56.0,14646,8.01,7.99,5.05,1.0025031289111388,14920.0
2.38,Premium,G,SI2,62.4,58.0,14648,8.59,8.47,5.32,1.0141676505312869,14491.4
1.54,Ideal,G,VS1,62.0,57.0,14650,7.4,7.45,4.6,0.9932885906040269,14554.8
2.5,Fair,J,SI2,66.9,58.0,14652,8.36,8.22,5.55,1.0170316301703162,16094.4
1.51,Good,F,VVS2,63.7,58.0,14654,7.18,7.24,4.59,0.9917127071823204,15212.5
1.51,Good,G,IF,62.8,60.0,14654,7.18,7.24,4.53,0.9917127071823204,15083.5
2.53,Premium,H,SI2,62.6,60.0,14659,8.66,8.55,5.39,1.0128654970760234,15146.8
2.04,Premium,J,VS1,62.6,58.0,14660,8.11,8.06,5.06,1.0062034739454093,15260.0
2.04,Premium,I,SI2,60.3,60.0,14660,8.26,8.19,4.96,1.0085470085470085,14623.5
2.22,Premium,I,VS2,60.5,59.0,14662,8.41,8.37,5.08,1.0047789725209082,17598.8
1.26,Premium,D,VVS2,60.5,58.0,14663,6.99,7.03,4.24,0.9943100995732574,14719.7
2.32,Premium,J,SI2,62.5,58.0,14666,8.47,8.43,5.28,1.0047449584816135,13634.6
2.32,Premium,J,SI2,59.0,59.0,14666,8.69,8.64,5.11,1.005787037037037,14271.0
1.11,Ideal,D,VVS1,61.6,55.0,14667,6.7,6.68,4.12,1.0029940119760479,13141.1
1.51,Very Good,F,VS1,59.6,63.0,14673,7.34,7.43,4.4,0.9878869448183042,14974.3
1.51,Ideal,G,VS1,61.9,57.0,14674,7.37,7.34,4.55,1.0040871934604905,14378.6
1.51,Ideal,G,VS1,61.1,57.0,14674,7.41,7.38,4.52,1.0040650406504066,14346.4
1.51,Ideal,G,VS1,61.6,56.0,14674,7.37,7.34,4.53,1.0040871934604905,14622.6
1.51,Premium,G,VS1,62.2,58.0,14674,7.35,7.29,4.55,1.008230452674897,14332.4
1.5,Premium,D,VS2,62.5,61.0,14675,7.32,7.25,4.55,1.0096551724137932,14856.5
1.52,Very Good,D,VS2,63.4,59.0,14680,7.32,7.24,4.61,1.011049723756906,14490.3
1.51,Premium,F,VS2,61.6,58.0,14683,7.32,7.35,4.52,0.9959183673469388,14525.7
2.03,Fair,G,SI2,64.9,59.0,14687,7.85,7.99,5.14,0.9824780976220274,15050.6
2.2,Ideal,G,SI2,59.9,57.0,14691,8.54,8.49,5.1,1.0058892815076559,14888.7
2.16,Ideal,J,SI1,63.0,55.0,14691,8.2,8.24,5.18,0.9951456310679611,15313.6
1.52,Ideal,G,VS2,61.4,56.0,14692,7.39,7.47,4.56,0.9892904953145917,14199.0
1.52,Very Good,D,VS2,61.9,56.0,14698,7.31,7.35,4.54,0.9945578231292517,14117.6
1.53,Premium,G,VS1,62.6,60.0,14699,7.39,7.3,4.6,1.0123287671232877,14699.0
2.09,Very Good,I,SI2,63.0,57.0,14704,8.09,8.13,5.11,0.9950799507995078,14541.4
1.51,Good,E,VS2,62.6,60.0,14709,7.22,7.28,4.54,0.9917582417582417,13930.4
1.51,Very Good,E,VS2,62.4,59.0,14709,7.26,7.36,4.56,0.9864130434782608,14065.6
1.51,Premium,E,VS2,62.2,59.0,14709,7.36,7.4,4.59,0.9945945945945945,14559.9
1.51,Premium,E,VS2,60.7,60.0,14709,7.37,7.46,4.5,0.9879356568364611,14750.5
2.33,Premium,J,SI1,59.9,59.0,14711,8.7,8.65,5.2,1.005780346820809,12180.2
2.02,Very Good,I,SI2,61.9,60.0,14715,8.12,8.06,5.01,1.007444168734491,14172.8
2.16,Very Good,J,SI1,61.4,58.0,14715,8.29,8.31,5.1,0.9975932611311671,14456.2
2.54,Premium,H,SI2,61.3,58.0,14717,8.8,8.7,5.36,1.0114942528735633,15269.2
1.5,Premium,F,VS2,61.5,58.0,14719,7.34,7.32,4.51,1.0027322404371584,14667.0
2.03,Good,H,SI2,59.6,61.0,14720,8.16,8.21,4.88,0.9939098660170523,14944.8
1.66,Ideal,H,IF,61.5,57.0,14724,7.59,7.62,4.68,0.9960629921259843,14708.4
2.01,Very Good,H,SI1,63.5,57.0,14725,7.96,7.88,5.03,1.0101522842639594,15389.5
2.01,Ideal,H,SI1,62.1,56.0,14725,8.11,8.08,5.03,1.0037128712871286,15230.7
2.43,Premium,I,SI2,62.2,60.0,14727,8.59,8.53,5.33,1.0070339976553342,14609.7
1.71,Premium,H,VVS2,61.4,59.0,14731,7.67,7.77,4.74,0.9871299871299872,14360.0
2.23,Very Good,J,VS2,61.0,58.0,14732,8.36,8.39,5.11,0.9964243146603098,15301.7
1.51,Ideal,G,VS1,60.8,54.0,14733,7.4,7.48,4.52,0.9893048128342246,14680.5
2.18,Very Good,I,SI2,61.4,59.5,14735,8.31,8.37,5.12,0.9928315412186381,15419.0
1.24,Ideal,D,VVS2,61.5,57.0,14737,6.88,6.94,4.25,0.9913544668587896,14276.6
2.11,Very Good,I,SI1,62.4,53.0,14740,8.17,8.27,5.13,0.9879081015719469,15369.8
2.3,Ideal,G,SI2,61.4,57.0,14744,8.51,8.48,5.22,1.0035377358490565,15374.7
2.01,Good,G,SI2,63.0,60.0,14745,7.92,7.99,5.01,0.9912390488110138,14935.5
1.5,Premium,E,VS2,61.9,57.0,14745,7.38,7.31,4.55,1.009575923392613,14765.1
2.58,Very Good,D,SI2,58.9,63.0,14749,9.08,9.01,5.33,1.0077691453940067,14905.0
1.82,Premium,H,VS2,61.6,60.0,14749,7.78,7.74,4.78,1.0051679586563307,13718.7
2.06,Fair,J,VS1,64.6,58.0,14750,7.91,8.04,5.15,0.9838308457711444,14699.3
1.51,Ideal,G,VVS2,62.3,55.0,14750,7.35,7.29,4.56,1.008230452674897,14868.3
2.01,Premium,I,SI1,60.1,59.0,14752,8.21,8.15,4.92,1.007361963190184,14794.0
1.5,Ideal,F,VS2,62.6,57.0,14759,7.27,7.34,4.57,0.9904632152588555,14477.0
2.0,Premium,I,VS2,58.5,61.0,14763,8.28,8.19,4.82,1.010989010989011,16423.6
2.0,Very Good,E,SI2,63.4,60.0,14763,7.97,7.92,5.04,1.0063131313131313,15091.0
2.02,Ideal,J,VS2,61.8,57.0,14766,8.11,8.14,5.02,0.9963144963144962,14283.0
2.01,Very Good,H,SI2,62.7,60.0,14768,7.94,8.03,5.01,0.9887920298879205,14981.3
1.51,Premium,D,VS2,60.2,59.0,14773,7.43,7.33,4.44,1.0136425648021827,14773.9
2.04,Premium,I,SI1,58.8,60.0,14775,8.42,8.32,4.92,1.0120192307692306,14753.5
2.55,Good,H,SI2,63.7,59.0,14775,8.66,8.57,5.49,1.0105017502917153,15519.0
1.74,Ideal,F,SI1,62.4,57.0,14775,7.68,7.64,4.78,1.0052356020942408,14177.0
2.25,Very Good,H,SI2,61.2,63.0,14775,8.49,8.38,5.16,1.013126491646778,15176.4
2.04,Ideal,I,SI1,62.8,57.0,14775,8.09,8.02,5.06,1.0087281795511223,14569.3
1.62,Ideal,G,VS2,61.7,56.0,14777,7.53,7.57,4.66,0.9947159841479525,15129.8
1.51,Ideal,G,VS1,60.8,57.0,14779,7.37,7.44,4.5,0.9905913978494624,14684.7
1.52,Ideal,G,VS1,61.1,56.0,14787,7.39,7.43,4.53,0.9946164199192463,14586.8
1.7,Good,G,VS1,63.9,58.0,14787,7.46,7.5,4.78,0.9946666666666667,14902.0
1.5,Premium,E,VS2,61.8,59.0,14790,7.31,7.38,4.54,0.9905149051490515,14717.7
2.02,Premium,F,SI2,61.5,60.0,14790,8.15,8.05,4.98,1.0124223602484472,16123.6
2.01,Very Good,I,VS1,63.5,59.0,14792,8.03,7.93,5.07,1.0126103404791928,15343.0
2.02,Very Good,H,SI2,58.7,62.0,14795,8.23,8.2,4.82,1.003658536585366,14029.3
2.01,Fair,G,SI2,63.8,59.0,14799,7.77,7.87,4.99,0.9872935196950444,14776.6
2.33,Very Good,J,VS2,61.8,59.0,14801,8.41,8.56,5.24,0.9824766355140186,14970.2
2.14,Ideal,J,VS2,62.0,54.0,14802,8.28,8.31,5.15,0.9963898916967507,14770.7
2.06,Premium,I,SI2,61.8,58.0,14803,8.22,8.11,5.05,1.0135635018495686,14710.6
2.04,Very Good,H,SI2,60.8,58.0,14810,8.14,8.23,4.98,0.9890643985419199,15243.0
2.01,Very Good,I,SI1,62.8,60.0,14811,7.99,8.04,5.03,0.9937810945273633,14718.1
2.01,Very Good,J,VS1,61.2,60.0,14812,8.06,8.14,4.96,0.9901719901719902,14657.4
2.01,Very Good,E,SI2,61.2,58.0,14813,8.05,8.07,4.93,0.9975216852540273,16428.4
1.8,Ideal,F,SI1,61.9,56.0,14814,7.78,7.87,4.84,0.98856416772554,15328.6
1.51,Premium,F,VS2,61.6,58.0,14817,7.35,7.32,4.52,1.0040983606557377,14797.4
2.19,Very Good,I,SI1,62.6,58.0,14819,8.24,8.33,5.19,0.9891956782713085,16474.9
2.16,Very Good,H,SI2,62.3,60.0,14824,8.19,8.31,5.14,0.9855595667870035,15152.0
1.62,Premium,F,VS2,61.1,60.0,14826,7.56,7.57,4.62,0.9986789960369881,14670.5
2.31,Very Good,J,VS2,59.7,60.0,14830,8.53,8.59,5.11,0.9930151338766007,14830.0
1.61,Premium,F,VS2,61.6,61.0,14833,7.54,7.47,4.62,1.0093708165997324,14533.1
2.01,Ideal,H,SI1,61.5,55.0,14837,8.11,8.06,4.97,1.0062034739454093,15765.7
2.37,Premium,I,VS2,61.6,56.0,14837,8.7,8.6,5.33,1.0116279069767442,15326.4
2.09,Ideal,I,SI2,63.0,57.0,14838,8.13,8.09,5.11,1.004944375772559,14332.0
1.21,Premium,D,VVS2,61.1,59.0,14841,6.9,6.89,4.21,1.0014513788098696,14723.3
1.5,Very Good,G,VVS1,63.3,58.0,14842,7.19,7.27,4.58,0.9889958734525448,14761.2
1.32,Very Good,F,IF,62.4,58.0,14842,6.97,7.01,4.36,0.9942938659058488,15000.8
1.51,Ideal,E,VS2,62.8,56.0,14844,7.31,7.24,4.57,1.0096685082872927,14559.4
1.51,Premium,E,VS2,60.7,60.0,14844,7.46,7.37,4.5,1.012211668928087,14650.4
1.51,Premium,E,VS2,62.6,60.0,14844,7.28,7.22,4.54,1.0083102493074794,14253.6
1.51,Premium,E,VS2,62.2,59.0,14844,7.4,7.36,4.59,1.0054347826086956,14323.3
1.18,Ideal,E,IF,61.1,56.0,14847,6.78,6.91,4.18,0.9811866859623734,15502.8
1.41,Good,E,VVS2,59.9,61.0,14853,7.21,7.37,4.37,0.9782903663500678,14111.9
1.58,Premium,G,VVS2,62.4,56.0,14855,7.5,7.4,4.65,1.0135135135135134,14852.4
2.07,Ideal,I,SI1,61.2,57.0,14857,8.12,8.23,5.0,0.9866342648845685,16290.6
1.66,Ideal,H,IF,61.5,57.0,14859,7.62,7.59,4.68,1.0039525691699605,14028.2
1.7,Fair,G,VS2,64.5,58.0,14860,7.51,7.43,4.82,1.0107671601615074,14949.6
2.06,Premium,H,SI1,62.4,59.0,14863,8.11,8.07,5.05,1.0049566294919454,15209.1
1.71,Premium,H,VVS2,61.4,59.0,14866,7.77,7.67,4.74,1.013037809647979,13204.5
2.23,Premium,J,VS2,61.0,58.0,14867,8.39,8.36,5.11,1.0035885167464116,14577.3
2.18,Ideal,I,SI2,61.4,60.0,14870,8.37,8.31,5.12,1.007220216606498,14621.7
1.71,Premium,E,SI1,59.1,58.0,14882,7.76,7.8,4.6,0.9948717948717949,15074.3
2.04,Premium,H,SI1,58.0,59.0,14888,8.4,8.27,4.83,1.0157194679564692,15767.8
2.0,Good,I,VS2,63.5,59.0,14889,7.93,7.98,5.05,0.9937343358395989,15437.9
1.51,Ideal,E,VS2,61.2,57.0,14889,7.37,7.47,4.54,0.9866131191432397,14682.0
1.51,Very Good,E,VS2,60.1,58.0,14889,7.51,7.57,4.53,0.9920739762219286,14534.3
1.72,Premium,F,SI1,62.0,58.0,14892,7.68,7.65,4.75,1.003921568627451,14434.6
1.71,Very Good,H,VVS2,61.2,62.0,14893,7.59,7.65,4.66,0.992156862745098,14379.4
2.04,Premium,G,SI2,62.1,59.0,14900,8.14,8.06,5.03,1.0099255583126552,14522.5
1.79,Premium,H,VS1,62.6,56.0,14904,7.81,7.76,4.87,1.0064432989690721,14652.1
1.51,Very Good,E,VS1,63.2,58.0,14904,7.24,7.16,4.55,1.011173184357542,14373.0
1.52,Ideal,F,VS2,62.5,55.0,14915,7.42,7.31,4.6,1.015047879616963,14560.7
2.0,Premium,G,SI1,59.3,60.0,14918,8.19,8.13,4.84,1.007380073800738,15706.4
2.0,Premium,G,SI1,59.0,62.0,14918,6.16,6.15,4.82,1.0016260162601627,15335.4
3.0,Good,J,SI2,59.3,64.0,14918,9.32,9.19,5.5,1.014145810663765,13877.4
1.5,Premium,F,VS1,62.6,58.0,14918,7.31,7.26,4.56,1.0068870523415978,15277.5
2.06,Good,I,SI1,59.0,64.0,14920,8.39,8.13,4.89,1.031980319803198,14924.3
1.5,Premium,E,VS2,61.8,59.0,14925,7.38,7.31,4.54,1.009575923392613,14872.2
1.53,Very Good,E,VS1,60.7,60.0,14931,7.38,7.52,4.52,0.9813829787234043,15225.5
2.08,Premium,J,VS2,60.3,59.0,14933,8.29,8.23,4.98,1.0072904009720534,14656.2
2.07,Ideal,H,SI1,60.6,56.0,14935,8.38,8.3,5.05,1.0096385542168675,16610.0
1.41,Very Good,G,VVS1,61.2,55.0,14936,7.22,7.25,4.43,0.9958620689655172,14723.7
2.04,Good,F,SI2,64.0,57.0,14936,8.04,7.98,5.13,1.007518796992481,15331.3
2.27,Premium,I,SI2,62.5,59.0,14937,8.45,8.39,5.26,1.00715137067938,14721.9
1.51,Very Good,G,VVS2,62.7,57.0,14938,7.33,7.38,4.61,0.9932249322493225,14749.8
2.01,Premium,G,SI2,59.4,62.0,14939,8.27,8.22,4.9,1.006082725060827,15484.2
2.04,Premium,H,SI2,60.8,58.0,14945,8.23,8.14,4.98,1.011056511056511,13011.1
2.08,Premium,I,SI2,62.3,58.0,14947,8.18,8.13,5.08,1.006150061500615,12602.1
2.01,Premium,E,SI2,61.2,58.0,14948,8.07,8.05,4.93,1.0024844720496895,15913.2
2.01,Fair,E,SI2,62.1,66.0,14948,7.99,7.92,4.94,1.0088383838383839,15596.2
1.82,Premium,H,SI1,62.0,59.0,14949,7.81,7.77,4.83,1.005148005148005,13719.9
1.26,Premium,E,VVS1,59.8,59.0,14952,6.99,7.08,4.21,0.9872881355932204,14945.2
2.01,Good,H,SI2,62.2,57.0,14956,8.05,8.1,5.03,0.9938271604938272,14932.6
1.56,Ideal,G,VS1,61.3,56.0,14957,7.46,7.51,4.59,0.9933422103861518,14821.2
1.8,Ideal,I,VS1,62.4,54.0,14959,7.77,7.8,4.86,0.9961538461538462,12899.2
1.62,Premium,F,VS2,61.1,60.0,14961,7.57,7.56,4.62,1.0013227513227514,14671.6
1.8,Ideal,H,VS1,62.3,56.0,14968,7.76,7.79,4.84,0.9961489088575096,14995.4
2.01,Good,H,SI1,62.8,59.0,14968,7.98,8.01,5.02,0.9962546816479402,17316.9
2.47,Premium,I,SI2,62.5,56.0,14970,8.65,8.6,5.39,1.005813953488372,14837.9
2.0,Good,J,VS1,62.4,58.0,14973,8.01,8.08,5.02,0.9913366336633663,14108.1
2.05,Premium,J,VS1,62.5,60.0,14973,8.09,8.14,5.07,0.9938574938574938,14717.6
2.43,Fair,G,SI2,64.5,57.0,14975,8.41,8.36,5.41,1.0059808612440193,14348.3
1.51,Very Good,F,VS1,62.6,57.0,14976,7.25,7.29,4.55,0.9945130315500685,15056.4
1.51,Ideal,G,VVS2,61.8,57.0,14982,7.31,7.36,4.53,0.9932065217391304,15238.0
2.06,Premium,I,SI2,61.0,59.0,14982,8.24,8.21,5.02,1.0036540803897684,14908.2
2.06,Premium,I,SI2,60.1,58.0,14982,8.32,8.26,4.98,1.0072639225181599,13994.0
2.01,Ideal,H,SI2,62.5,53.9,14998,8.04,8.07,5.04,0.9962825278810408,15279.8
2.01,Good,I,SI1,58.5,62.0,14998,8.24,8.31,4.84,0.9915764139590854,14917.8
1.6,Ideal,G,VS2,61.9,56.0,15000,7.53,7.47,4.64,1.0080321285140563,14731.4
1.54,Premium,E,VS2,62.3,58.0,15002,7.31,7.39,4.58,0.9891745602165087,15077.4
1.19,Ideal,F,VVS1,61.5,55.0,15005,6.82,6.84,4.2,0.9970760233918129,14635.5
2.1,Premium,I,SI1,61.5,57.0,15007,8.25,8.21,5.06,1.004872107186358,15273.2
1.69,Ideal,D,SI1,60.8,57.0,15011,7.69,7.71,4.68,0.9974059662775616,13795.2
1.5,Very Good,G,VVS2,62.9,56.0,15013,7.22,7.32,4.57,0.9863387978142075,15030.7
1.73,Very Good,G,VS1,62.8,57.0,15014,7.57,7.72,4.8,0.9805699481865285,15777.6
2.02,Premium,G,SI2,63.0,59.0,15014,8.05,7.95,5.03,1.0125786163522013,14674.1
2.05,Very Good,F,SI2,61.9,56.0,15017,8.13,8.18,5.05,0.9938875305623474,17085.5
1.5,Very Good,F,VS1,61.6,58.0,15022,7.35,7.43,4.55,0.9892328398384926,15160.7
1.82,Very Good,G,SI1,62.7,58.0,15025,7.68,7.75,4.84,0.9909677419354839,14191.6
2.0,Very Good,I,VS2,63.5,59.0,15025,7.98,7.93,5.05,1.0063051702395966,15333.8
1.51,Ideal,E,VS2,61.2,57.0,15025,7.47,7.37,4.54,1.0135685210312075,13866.0
1.51,Premium,E,VS2,60.1,58.0,15025,7.57,7.51,4.53,1.007989347536618,14834.3
